prediction_class,target_class,similarity
24,24,0.9923361241817474
24,24,0.9946948289871216
24,24,0.8946686387062073
24,24,0.9105009436607361
24,24,0.8830977082252502
24,24,0.8936598598957062
24,24,0.8917738795280457
24,24,0.8908856511116028
24,24,0.9839189946651459
24,24,0.9435222148895264
24,24,0.8869285583496094
24,24,0.9829862713813782
24,24,0.9827736020088196
25,25,0.867933601140976
25,25,0.9425575137138367
25,25,0.9044443368911743
25,25,0.8984341621398926
25,25,0.902300238609314
25,25,0.8989345133304596
25,25,0.9595730304718018
25,25,0.8890105783939362
25,25,0.8226129412651062
25,25,0.8667361736297607
25,25,0.9019173681735992
25,25,0.8713785111904144
25,25,0.900833934545517
25,25,0.865725040435791
25,25,0.9033803641796112
25,25,0.8723686039447784
25,25,0.97825688123703
26,26,0.8785356283187866
26,26,0.9461827874183655
26,26,0.9576793909072876
26,26,0.8917025923728943
26,26,0.9065626859664917
26,26,0.9575441479682922
26,26,0.8927243649959564
26,26,0.9320119023323059
26,26,0.8869058787822723
27,27,0.8977888226509094
27,27,0.9570646286010742
27,27,0.9743451178073883
27,27,0.8986313343048096
27,27,0.9713442027568817
27,27,0.8929479420185089
27,27,0.8945064544677734
27,27,0.9614833295345306
27,27,0.9860857129096985
27,27,0.9664167165756226
27,27,0.9332021474838257
27,27,0.9205767512321472
27,27,0.9910576045513153
27,27,0.9070677757263184
27,27,0.9804399609565735
27,27,0.9708612561225891
27,27,0.8997347950935364
27,27,0.9731887578964233
27,27,0.9647902250289917
28,28,0.9506509304046631
28,28,0.8889941573143005
28,28,0.8927819430828094
28,28,0.8870840072631836
28,28,0.9616243541240692
28,28,0.9844323992729187
28,28,0.9157800674438477
28,28,0.8866381049156189
28,28,0.9868483543395996
28,28,0.8810878992080688
28,28,0.8878198564052582
29,29,0.9170064628124237
29,29,0.9053983092308044
29,29,0.8788619935512543
29,29,0.8972596526145935
29,29,0.8514223992824554
29,29,0.8999807238578796
29,29,0.8519516587257385
29,29,0.8561902642250061
29,29,0.8965655565261841
29,29,0.977557897567749
29,29,0.9110541045665741
29,29,0.8556164503097534
29,29,0.9065938889980316
29,29,0.8421771228313446
29,29,0.8706502914428711
29,29,0.8469304740428925
29,29,0.9232756495475769
29,29,0.9080421924591064
29,29,0.9546170234680176
29,29,0.8832076787948608
29,29,0.8978128433227539
29,29,0.9107996821403503
29,29,0.9948552250862122
29,29,0.8490003645420074
29,29,0.8950641751289368
29,29,0.906855046749115
30,30,0.9571250677108765
30,30,0.946562796831131
30,30,0.9213411211967468
30,30,0.8869554400444031
31,31,0.8797003030776978
31,31,0.9266718626022339
31,31,0.9554430246353149
31,31,0.9746659994125366
31,31,0.9092939794063568
31,31,0.9162374138832092
31,31,0.8868277072906494
31,31,0.9257949590682983
31,31,0.9444978833198547
31,31,0.9335460364818573
31,31,0.9479044079780579
31,31,0.8968541324138641
31,31,0.97621089220047
31,31,0.9924010634422302
31,31,0.8786391019821167
31,31,0.9292970299720764
31,31,0.9806228876113892
31,31,0.9330737292766571
31,31,0.9049253165721893
31,31,0.8963017463684082
31,31,0.8864116072654724
31,31,0.9263925850391388
31,31,0.9269762635231018
31,31,0.930660605430603
31,31,0.8947272598743439
32,32,0.965543270111084
32,32,0.9198580980300903
32,32,0.9546980261802673
32,32,0.9722816646099091
32,32,0.9795359671115875
32,32,0.9436649978160858
32,32,0.9657894670963287
32,32,0.9745150804519653
32,32,0.9877853095531464
32,32,0.9318886399269104
32,32,0.9242575466632843
32,32,0.9174425005912781
32,32,0.9730775654315948
32,32,0.9657082557678223
32,32,0.9438825249671936
32,32,0.9571012854576111
33,33,0.8563275933265686
33,33,0.9180022776126862
33,33,0.881317675113678
33,33,0.9383932650089264
33,33,0.9173925518989563
34,34,0.8767056465148926
34,34,0.9799670577049255
34,34,0.9779898524284363
34,34,0.8814018666744232
34,34,0.8140387833118439
34,34,0.8479890823364258
34,34,0.8793455362319946
34,34,0.8798307180404663
34,34,0.8402850031852722
34,34,0.8803906440734863
34,34,0.8651215434074402
35,35,0.9325495362281799
35,35,0.9877829551696777
35,35,0.9290168285369873
35,35,0.9714298844337463
35,35,0.9726822376251221
35,35,0.9533432424068451
35,35,0.9521048665046692
35,35,0.9519883394241333
35,35,0.9507601261138916
35,35,0.961016833782196
35,35,0.9584030508995056
35,35,0.959216833114624
35,35,0.9789058864116669
36,36,0.922853022813797
36,36,0.9960574507713318
36,36,0.9044418334960938
36,36,0.9193958938121796
36,36,0.9237303733825684
36,36,0.9859796762466431
36,36,0.8947134017944336
37,37,0.888973593711853
37,37,0.8643000423908234
37,37,0.9224745035171509
37,37,0.8227704167366028
37,37,0.883458822965622
37,37,0.915387898683548
37,37,0.9259563684463501
37,37,0.923029363155365
37,37,0.9233435988426208
37,37,0.8254880011081696
37,37,0.9122784435749054
37,37,0.8153296411037445
37,37,0.9007295966148376
37,37,0.8215005397796631
37,37,0.8994353413581848
38,38,0.9704956412315369
38,38,0.9913061261177063
38,38,0.9450963735580444
38,38,0.9719906747341156
38,38,0.9525326192378998
38,38,0.9769996702671051
38,38,0.9615356922149658
38,38,0.9749177098274231
38,38,0.9467838108539581
38,38,0.952359139919281
38,38,0.9727482795715332
38,38,0.9649998545646667
38,38,0.9901683628559113
38,38,0.9647472202777863
38,38,0.9764461517333984
38,38,0.9770975708961487
39,39,0.994258314371109
39,39,0.8426997661590576
39,39,0.9937897324562073
39,39,0.8485270142555237
39,39,0.839887946844101
39,39,0.8318568766117096
39,39,0.8182800710201263
39,39,0.8162464499473572
39,39,0.8267449736595154
39,39,0.9700838923454285
39,39,0.8387158811092377
39,39,0.8112063705921173
39,39,0.8396123349666595
39,39,0.8776603043079376
39,39,0.9774475693702698
39,39,0.9344418942928314
39,39,0.842369019985199
39,39,0.8508979678153992
39,39,0.9768263101577759
39,39,0.8349959850311279
39,39,0.9805848598480225
40,40,0.9737632870674133
40,40,0.8977902829647064
40,40,0.8940423727035522
40,40,0.9336758852005005
40,40,0.9625686407089233
40,40,0.8988980054855347
40,40,0.9308571815490723
40,40,0.902897983789444
40,40,0.9858845770359039
40,40,0.9058449864387512
40,40,0.9596132636070251
40,40,0.8858649730682373
40,40,0.9564684629440308
41,41,0.9041733741760254
41,41,0.8946121633052826
41,41,0.9110304713249207
41,41,0.9342704117298126
41,41,0.983445942401886
41,41,0.9052995145320892
41,41,0.9731637239456177
41,41,0.8777587711811066
42,42,0.9579214751720428
42,42,0.7791380286216736
42,42,0.7366359382867813
42,42,0.7853924036026001
43,43,0.9373977780342102
43,43,0.9448962807655334
43,43,0.9096686840057373
43,43,0.9158160090446472
43,43,0.9400926530361176
43,43,0.9127510190010071
43,43,0.9202979207038879
43,43,0.918798178434372
43,43,0.912228524684906
43,43,0.9070990979671478
43,43,0.9041460752487183
43,43,0.8963382244110107
43,43,0.9636721312999725
43,43,0.915846586227417
43,43,0.9100170433521271
43,43,0.9050499796867371
43,43,0.9253157675266266
43,43,0.9283464550971985
44,44,0.9629809260368347
44,44,0.9400078058242798
44,44,0.8906002342700958
44,44,0.8926232159137726
44,44,0.9041889905929565
44,44,0.9121798872947693
44,44,0.8969225287437439
45,45,0.8954612910747528
45,45,0.9306342303752899
45,45,0.8771791458129883
45,45,0.9024727046489716
45,45,0.878305971622467
45,45,0.8937621116638184
45,45,0.9043410122394562
45,45,0.9187042117118835
45,45,0.8948501348495483
45,45,0.9007676243782043
45,45,0.9023154377937317
45,45,0.9177936613559723
45,45,0.9431357681751251
45,45,0.9791899919509888
45,45,0.8716226518154144
45,45,0.8641696572303772
45,45,0.8821413218975067
45,45,0.8992475271224976
45,45,0.9052363038063049
45,45,0.897939145565033
45,45,0.8856121003627777
45,45,0.894751787185669
45,45,0.8642702698707581
45,45,0.8769887089729309
45,45,0.8675238490104675
45,45,0.8843117952346802
45,45,0.9251987934112549
45,45,0.8915212154388428
46,46,0.903715193271637
46,46,0.9334359765052795
46,46,0.938437432050705
47,47,0.981950968503952
47,47,0.9061897993087769
47,47,0.9002217352390289
47,47,0.8263713121414185
47,47,0.9217367768287659
47,47,0.8266685605049133
47,47,0.9058733284473419
47,47,0.8658490478992462
47,47,0.9123733639717102
48,48,0.8805525898933411
48,48,0.8913947939872742
48,48,0.8998660445213318
48,48,0.8865019977092743
48,48,0.9090622961521149
48,48,0.8748378455638885
48,48,0.8725714683532715
48,48,0.8982958793640137
48,48,0.87726229429245
48,48,0.933465987443924
48,48,0.9370753765106201
48,48,0.8812097311019897
48,48,0.9252302050590515
48,48,0.8712089955806732
48,48,0.934645414352417
48,48,0.9035314917564392
48,48,0.9292966723442078
48,48,0.8463335037231445
48,48,0.9725646376609802
48,48,0.933874100446701
48,48,0.8725158870220184
48,48,0.9343594312667847
48,48,0.980194091796875
48,48,0.9288049042224884
48,48,0.9326337575912476
48,48,0.9414943754673004
48,48,0.8843980431556702
48,48,0.9105047583580017
48,48,0.9387210011482239
48,48,0.9107740521430969
48,48,0.8557279407978058
48,48,0.9936220049858093
48,48,0.8372323513031006
48,48,0.9981701374053955
48,48,0.8995303511619568
48,48,0.8589430749416351
48,48,0.891120582818985
48,48,0.8565054535865784
48,48,0.9344743490219116
48,48,0.8851965069770813
48,48,0.8531014919281006
48,48,0.965104341506958
48,48,0.891004204750061
48,48,0.9390470683574677
48,48,0.9399202167987823
48,48,0.867104709148407
48,48,0.8952096104621887
48,48,0.947415679693222
48,48,0.9055496752262115
48,48,0.8880666196346283
48,48,0.893715888261795
48,48,0.8897156119346619
48,48,0.9406119585037231
48,48,0.8868721425533295
48,48,0.8932440280914307
49,49,0.920738160610199
49,49,0.953666478395462
49,49,0.9348508715629578
49,49,0.9417878687381744
49,49,0.9157658219337463
49,49,0.9281043410301208
49,49,0.9145452976226807
49,49,0.9243305027484894
49,49,0.9251348972320557
49,49,0.9399784803390503
49,49,0.9648244380950928
49,49,0.8974938094615936
49,49,0.9106808304786682
49,49,0.9656805098056793
49,49,0.8984180688858032
49,49,0.9465227127075195
49,49,0.968464732170105
49,49,0.8961174488067627
49,49,0.9644408226013184
49,49,0.9019997119903564
49,49,0.9092404246330261
49,49,0.9381111264228821
49,49,0.9644796252250671
49,49,0.9489387273788452
49,49,0.9565822780132294
49,49,0.9095632135868073
50,50,0.8604089617729187
50,50,0.8767326772212982
50,50,0.884671539068222
50,50,0.8739922344684601
50,50,0.8328964412212372
50,50,0.9184965491294861
50,50,0.9157266020774841
50,50,0.8950254023075104
50,50,0.9818304479122162
50,50,0.9105913937091827
50,50,0.8832112848758698
51,51,0.993310421705246
51,51,0.9742600917816162
51,51,0.9670499563217163
51,51,0.9184483885765076
51,51,0.9642966091632843
51,51,0.9044856429100037
51,51,0.9291209876537323
51,51,0.9605241119861603
51,51,0.9018813669681549
51,51,0.9417189359664917
51,51,0.9763961732387543
51,51,0.9161537289619446
51,51,0.9687184989452362
51,51,0.9941334128379822
51,51,0.9168788194656372
51,51,0.916846364736557
51,51,0.8780181407928467
51,51,0.9314710795879364
51,51,0.9133367240428925
51,51,0.9865972697734833
51,51,0.9509744644165039
51,51,0.9429005980491638
51,51,0.9805771112442017
51,51,0.8859534859657288
51,51,0.9125217497348785
51,51,0.9630144834518433
51,51,0.9238170981407166
51,51,0.9430952072143555
51,51,0.9247845411300659
51,51,0.9436737596988678
51,51,0.9709294438362122
51,51,0.9450762867927551
51,51,0.932144820690155
52,52,0.9293109178543091
52,52,0.8943480849266052
52,52,0.9696910083293915
52,52,0.9369786977767944
52,52,0.9628100991249084
52,52,0.9664365649223328
52,52,0.9649961590766907
53,53,0.9301209449768066
53,53,0.9651840031147003
53,53,0.9635900855064392
53,53,0.9402503669261932
53,53,0.9786854982376099
53,53,0.9592536985874176
53,53,0.9669710993766785
53,53,0.9803469181060791
54,54,0.9601461887359619
54,54,0.9477672874927521
54,54,0.9108164310455322
54,54,0.9418690204620361
54,54,0.950510561466217
54,54,0.9006115794181824
54,54,0.9002601504325867
54,54,0.9551300704479218
54,54,0.949442595243454
54,54,0.9130437672138214
54,54,0.8735905885696411
54,54,0.9454663395881653
54,54,0.9395186901092529
54,54,0.9516045153141022
54,54,0.9154799580574036
54,54,0.9565304517745972
55,55,0.8962116837501526
55,55,0.8932541012763977
55,55,0.9146417379379272
55,55,0.8236570060253143
55,55,0.81147700548172
55,55,0.9482129812240601
55,55,0.802182674407959
55,55,0.8620833456516266
55,55,0.8013802170753479
55,55,0.8488544225692749
55,55,0.8480257093906403
55,55,0.8587332963943481
55,55,0.8114001750946045
55,55,0.8525742590427399
55,55,0.8822790086269379
55,55,0.8735809028148651
55,55,0.8367627561092377
55,55,0.9246504008769989
55,55,0.8419812619686127
55,55,0.9045232534408569
55,55,0.8709101378917694
55,55,0.9283882677555084
55,55,0.8729848265647888
55,55,0.8894313275814056
56,56,0.9923729300498962
56,56,0.9608635604381561
56,56,0.9119546711444855
56,56,0.8803493678569794
56,56,0.9941000938415527
56,56,0.881443977355957
56,56,0.9055118262767792
57,57,0.9179699420928955
57,57,0.9671595394611359
57,57,0.9273253381252289
57,57,0.9762113094329834
57,57,0.9662530422210693
57,57,0.8844463527202606
58,58,0.8997089564800262
58,58,0.9500563740730286
58,58,0.9655880928039551
58,58,0.9601428508758545
58,58,0.8950322866439819
58,58,0.9776905179023743
58,58,0.9553852081298828
59,59,0.913720965385437
59,59,0.9266504049301147
59,59,0.8909289538860321
59,59,0.9696738123893738
59,59,0.9033777415752411
59,59,0.9853696227073669
59,59,0.9218674898147583
59,59,0.9936225116252899
59,59,0.902717113494873
59,59,0.9309626817703247
59,59,0.9415650367736816
59,59,0.9170558452606201
59,59,0.9797950983047485
59,59,0.9278301000595093
59,59,0.9344164133071899
59,59,0.9776848256587982
59,59,0.9203298985958099
59,59,0.9085679948329926
59,59,0.9373545050621033
59,59,0.9846314787864685
59,59,0.9156208634376526
59,59,0.9045960903167725
59,59,0.9319984316825867
59,59,0.9757859110832214
59,59,0.923812747001648
59,59,0.9209672808647156
59,59,0.986959844827652
59,59,0.9236744046211243
59,59,0.9068461358547211
59,59,0.9155935645103455
59,59,0.9338675141334534
59,59,0.9599981009960175
59,59,0.941577136516571
59,59,0.9572391211986542
59,59,0.9842918217182159
60,60,0.824513852596283
60,60,0.9346986413002014
60,60,0.8267384469509125
60,60,0.8337602615356445
60,60,0.9060415029525757
60,60,0.8486040234565735
60,60,0.8157204389572144
60,60,0.8356536626815796
60,60,0.8781556785106659
60,60,0.8107671439647675
61,61,0.9608497023582458
61,61,0.9154100120067596
61,61,0.9359274804592133
61,61,0.9318056702613831
61,61,0.9568480253219604
62,62,0.9613559246063232
62,62,0.8993490934371948
62,62,0.9468720555305481
62,62,0.9759064316749573
62,62,0.9909984469413757
63,63,0.8565911650657654
63,63,0.9514593482017517
63,63,0.8411543965339661
63,63,0.8431587815284729
63,63,0.9466439485549927
63,63,0.9101408421993256
63,63,0.8514275550842285
64,64,0.9050920605659485
64,64,0.9518697261810303
64,64,0.9043064713478088
64,64,0.9553764760494232
64,64,0.9924688935279846
65,65,0.8896762430667877
65,65,0.8761351108551025
65,65,0.9302297234535217
65,65,0.8356077671051025
65,65,0.8500587344169617
65,65,0.8811796009540558
65,65,0.8251440525054932
65,65,0.9215277433395386
65,65,0.9095330238342285
66,66,0.967219352722168
66,66,0.9386443197727203
66,66,0.9377018809318542
66,66,0.9672348499298096
66,66,0.9286504983901978
66,66,0.9634878635406494
66,66,0.9272996783256531
66,66,0.968080461025238
66,66,0.9537028670310974
66,66,0.916408896446228
67,67,0.8719721734523773
67,67,0.9128522574901581
67,67,0.9723982810974121
67,67,0.933880478143692
67,67,0.8645798563957214
67,67,0.9452530443668365
67,67,0.9013314843177795
68,68,0.9211612343788147
68,68,0.9610687494277954
68,68,0.9184901714324951
68,68,0.9326866269111633
68,68,0.9272353649139404
68,68,0.943676233291626
68,68,0.9637595415115356
68,68,0.9726380705833435
68,68,0.9436784982681274
68,68,0.9379318058490753
68,68,0.9303467273712158
68,68,0.9365861117839813
68,68,0.9440222382545471
68,68,0.9418607950210571
68,68,0.9431743025779724
68,68,0.9635519981384277
68,68,0.959866464138031
68,68,0.9514615535736084
69,69,0.9028069078922272
69,69,0.8614625334739685
69,69,0.9903778731822968
69,69,0.90849369764328
69,69,0.9510363340377808
69,69,0.8414407968521118
69,69,0.8511999249458313
69,69,0.996751070022583
69,69,0.9006870985031128
70,70,0.9198797941207886
70,70,0.9005670547485352
70,70,0.9450058341026306
70,70,0.9019847512245178
70,70,0.8899997472763062
70,70,0.9261684119701385
70,70,0.9030407071113586
70,70,0.9375105202198029
70,70,0.9159606993198395
70,70,0.9035668969154358
70,70,0.9355133771896362
70,70,0.9288767576217651
71,71,0.9838024377822876
71,71,0.9632836580276489
71,71,0.8826083540916443
71,71,0.8944063782691956
71,71,0.9940310120582581
71,71,0.9929129779338837
71,71,0.8922261893749237
71,71,0.9122854173183441
71,71,0.9405207633972168
71,71,0.9683447778224945
71,71,0.8676859140396118
71,71,0.9856395423412323
71,71,0.8943873643875122
71,71,0.8921741247177124
71,71,0.9681838154792786
71,71,0.8587803542613983
71,71,0.9101275205612183
71,71,0.8551988303661346
71,71,0.8629056811332703
71,71,0.8844819068908691
71,71,0.982131689786911
71,71,0.907546192407608
71,71,0.8869033753871918
72,72,0.7070441544055939
72,72,0.7142511159181595
72,72,0.7149091958999634
81,72,0.7050095945596695
72,72,0.7118476629257202
81,72,0.6951718628406525
72,72,0.9679954946041107
73,73,0.889452338218689
73,73,0.9443108439445496
73,73,0.9045786261558533
73,73,0.8457051515579224
73,73,0.8337377905845642
73,73,0.901203453540802
73,73,0.9146726727485657
73,73,0.8960778117179871
73,73,0.8964923620223999
73,73,0.896050363779068
73,73,0.8430207371711731
73,73,0.9809520840644836
73,73,0.8253546357154846
73,73,0.9472160339355469
73,73,0.8795238733291626
73,73,0.896060049533844
73,73,0.9166060090065002
73,73,0.8778782486915588
73,73,0.9161518812179565
73,73,0.8965278267860413
73,73,0.9102234840393066
73,73,0.9180643260478973
73,73,0.9052245914936066
73,73,0.9291650056838989
73,73,0.9065729677677155
73,73,0.9091441631317139
73,73,0.890089750289917
73,73,0.839516282081604
73,73,0.9041712582111359
73,73,0.934544026851654
74,74,0.9499221444129944
74,74,0.9599951207637787
74,74,0.9080465137958527
74,74,0.9708433747291565
74,74,0.9358121752738953
74,74,0.9477911293506622
74,74,0.9174361824989319
74,74,0.9424953460693359
74,74,0.9359607994556427
74,74,0.9182288646697998
74,74,0.9410269260406494
74,74,0.9385412037372589
75,75,0.9665639996528625
75,75,0.924181342124939
75,75,0.9346160888671875
75,75,0.9312922358512878
76,76,0.8746649622917175
76,76,0.8928485214710236
76,76,0.8828348517417908
76,76,0.8713470101356506
76,76,0.9072666168212891
76,76,0.8791380226612091
76,76,0.8949604630470276
76,76,0.9107280969619751
76,76,0.883111834526062
76,76,0.8956193923950195
76,76,0.9204490184783936
76,76,0.8822849690914154
76,76,0.8595643043518066
76,76,0.8681972622871399
77,77,0.9330764412879944
77,77,0.9704749584197998
77,77,0.9095425605773926
77,77,0.9731279015541077
77,77,0.9346311092376709
77,77,0.9442060589790344
77,77,0.9682870805263519
77,77,0.9463239312171936
77,77,0.9341351389884949
77,77,0.9715692102909088
77,77,0.9449284970760345
77,77,0.9434289336204529
77,77,0.9471053183078766
77,77,0.9659202694892883
77,77,0.9356607496738434
77,77,0.97385373711586
78,78,0.8247105479240417
78,78,0.9580197930335999
78,78,0.8202332854270935
78,78,0.8335443735122681
78,78,0.8291237056255341
78,78,0.8340603113174438
78,78,0.8347795307636261
78,78,0.8481937646865845
78,78,0.8328963816165924
78,78,0.8462566137313843
78,78,0.9673782587051392
78,78,0.8890844583511353
78,78,0.9739810824394226
78,78,0.847559779882431
78,78,0.8500261604785919
78,78,0.8291631937026978
78,78,0.826015830039978
78,78,0.8406630754470825
78,78,0.8554879724979401
78,78,0.9726592302322388
78,78,0.826691746711731
78,78,0.9328706562519073
78,78,0.8251829445362091
78,78,0.854721873998642
78,78,0.8221569061279297
78,78,0.8214713931083679
79,79,0.7432020306587219
79,79,0.9717137217521667
79,79,0.9806978106498718
79,79,0.9042863249778748
79,79,0.8954457938671112
80,80,0.8865731954574585
80,80,0.8474141657352448
80,80,0.8222806453704834
80,80,0.8698786497116089
80,80,0.8294002115726471
80,80,0.9246571958065033
80,80,0.8270176649093628
81,81,0.9752610921859741
81,81,0.8939735591411591
81,81,0.9293723106384277
81,81,0.9798215627670288
